Identifiers,Set Identifiers,Name,Color,Pitch,Cost,Power,Defense,Life,Intelligence,Arcane,Types,Traits,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,CC Legal,Silver Age Legal,LL Legal,Rarity,Foiling,Art Variations,Artists,Expansion Slot,Flavor Text,Identifier,Image URL,TCGPlayer Product Id,TCGPlayer Url,Rarity 2,Foiling 2,Art Variations 2,Artists 2,Expansion Slot 2,Flavor Text 2,Identifier 2,Image URL 2,TCGPlayer Product Id 2,TCGPlayer Url 2,Rarity 3,Foiling 3,Art Variations 3,Artists 3,Expansion Slot 3,Flavor Text 3,Identifier 3,Image URL 3,Rarity 4,Foiling 4,Art Variations 4,Artists 4,Expansion Slot 4,Flavor Text 4,Identifier 4,Image URL 4,Rarity 5,Foiling 5,Art Variations 5,Artists 5,Expansion Slot 5,Flavor Text 5,Identifier 5,Image URL 5,,,Rarity 6,Foiling 6,Art Variations 6,Artists 6,Expansion Slot 6,Flavor Text 6,Identifier 6,Image URL 6
GEM238,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM238,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM238.webp,,,,,,,,,GEM238,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM238.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM239,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM239,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM239.webp,,,,,,,,,GEM239,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM239.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM240,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM240,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM240.webp,,,,,,,,,GEM240,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM240.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM241,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM241,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM241.webp,,,,,,,,,GEM241,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM241.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM242,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM242,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM242.webp,,,,,,,,,GEM242,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM242.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM243,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM243,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM243.webp,,,,,,,,,GEM243,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM243.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM244,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM244,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM244.webp,,,,,,,,,GEM244,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM244.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM245,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM245,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM245.webp,,,,,,,,,GEM245,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM245.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM246,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM246,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM246.webp,,,,,,,,,GEM246,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM246.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM247,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM247,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM247.webp,,,,,,,,,GEM247,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM247.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM248,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM248,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM248.webp,,,,,,,,,GEM248,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM248.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM249,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM249,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM249.webp,,,,,,,,,GEM249,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM249.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM250,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM250,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM250.webp,,,,,,,,,GEM250,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM250.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM251,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM251,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM251.webp,,,,,,,,,GEM251,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM251.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM252,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM252,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM252.webp,,,,,,,,,GEM252,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM252.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM253,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM253,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM253.webp,,,,,,,,,GEM253,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM253.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM254,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM254,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM254.webp,,,,,,,,,GEM254,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM254.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM255,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM255,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM255.webp,,,,,,,,,GEM255,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM255.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM256,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM256,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM256.webp,,,,,,,,,GEM256,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM256.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM257,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM257,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM257.webp,,,,,,,,,GEM257,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM257.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM258,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM258,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM258.webp,,,,,,,,,GEM258,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM258.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM259,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM259,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM259.webp,,,,,,,,,GEM259,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM259.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM260,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM260,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM260.webp,,,,,,,,,GEM260,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM260.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM261,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM261,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM261.webp,,,,,,,,,GEM261,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM261.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM262,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM262,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM262.webp,,,,,,,,,GEM262,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM262.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM263,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM263,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM263.webp,,,,,,,,,GEM263,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM263.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM264,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM264,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM264.webp,,,,,,,,,GEM264,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM264.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM265,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM265,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM265.webp,,,,,,,,,GEM265,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM265.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM266,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM266,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM266.webp,,,,,,,,,GEM266,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM266.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM267,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM267,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM267.webp,,,,,,,,,GEM267,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM267.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM268,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM268,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM268.webp,,,,,,,,,GEM268,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM268.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM269,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM269,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM269.webp,,,,,,,,,GEM269,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM269.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM270,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM270,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM270.webp,,,,,,,,,GEM270,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM270.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM271,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM271,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM271.webp,,,,,,,,,GEM271,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM271.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM272,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM272,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM272.webp,,,,,,,,,GEM272,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM272.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM273,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM273,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM273.webp,,,,,,,,,GEM273,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM273.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM274,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM274,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM274.webp,,,,,,,,,GEM274,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM274.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM275,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM275,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM275.webp,,,,,,,,,GEM275,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM275.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM276,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM276,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM276.webp,,,,,,,,,GEM276,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM276.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM277,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM277,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM277.webp,,,,,,,,,GEM277,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM277.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM278,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM278,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM278.webp,,,,,,,,,GEM278,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM278.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM279,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM279,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM279.webp,,,,,,,,,GEM279,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM279.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM280,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM280,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM280.webp,,,,,,,,,GEM280,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM280.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM281,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM281,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM281.webp,,,,,,,,,GEM281,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM281.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM282,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM282,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM282.webp,,,,,,,,,GEM282,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM282.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM283,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM283,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM283.webp,,,,,,,,,GEM283,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM283.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM284,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM284,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM284.webp,,,,,,,,,GEM284,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM284.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM285,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM285,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM285.webp,,,,,,,,,GEM285,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM285.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM286,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM286,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM286.webp,,,,,,,,,GEM286,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM286.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM287,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM287,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM287.webp,,,,,,,,,GEM287,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM287.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM288,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM288,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM288.webp,,,,,,,,,GEM288,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM288.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM289,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM289,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM289.webp,,,,,,,,,GEM289,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM289.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM290,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM290,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM290.webp,,,,,,,,,GEM290,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM290.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM291,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM291,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM291.webp,,,,,,,,,GEM291,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM291.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM292,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM292,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM292.webp,,,,,,,,,GEM292,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM292.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM293,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM293,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM293.webp,,,,,,,,,GEM293,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM293.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM294,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM294,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM294.webp,,,,,,,,,GEM294,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM294.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM295,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM295,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM295.webp,,,,,,,,,GEM295,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM295.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM296,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM296,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM296.webp,,,,,,,,,GEM296,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM296.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM297,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM297,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM297.webp,,,,,,,,,GEM297,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM297.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM298,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM298,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM298.webp,,,,,,,,,GEM298,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM298.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM299,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM299,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM299.webp,,,,,,,,,GEM299,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM299.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM300,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM300,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM300.webp,,,,,,,,,GEM300,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM300.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM301,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM301,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM301.webp,,,,,,,,,GEM301,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM301.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM302,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM302,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM302.webp,,,,,,,,,GEM302,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM302.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM303,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM303,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM303.webp,,,,,,,,,GEM303,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM303.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM304,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM304,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM304.webp,,,,,,,,,GEM304,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM304.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM305,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM305,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM305.webp,,,,,,,,,GEM305,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM305.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM306,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM306,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM306.webp,,,,,,,,,GEM306,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM306.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM307,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM307,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM307.webp,,,,,,,,,GEM307,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM307.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM308,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM308,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM308.webp,,,,,,,,,GEM308,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM308.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM309,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM309,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM309.webp,,,,,,,,,GEM309,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM309.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM310,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM310,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM310.webp,,,,,,,,,GEM310,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM310.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM311,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM311,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM311.webp,,,,,,,,,GEM311,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM311.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM312,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM312,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM312.webp,,,,,,,,,GEM312,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM312.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM313,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM313,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM313.webp,,,,,,,,,GEM313,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM313.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM314,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM314,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM314.webp,,,,,,,,,GEM314,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM314.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM315,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM315,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM315.webp,,,,,,,,,GEM315,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM315.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM316,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM316,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM316.webp,,,,,,,,,GEM316,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM316.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEM317,GEM,,,,,,,,,,,,,,,,,,,,,,,,P,,,,,,GEM317,https://legendstory-production-s3-public.s3.amazonaws.com/media/cards/large/GEM317.webp,,,,,,,,,GEM317,https://storage.googleapis.com/fabmaster/cardfaces/GEM/GEM317.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
